Application ID,Applicant Name,Email,Intended Major,High School State,Application Fee,Submission Date
1887.0,  HAL Curry ,hcurry@yahoo.com,History,,$767.78,pending
1331.0,   BRUCE Connor,bconnor@skynet.com,Journalism,OR, $352.35 ,"Feb 05, 2023"
1005.0,  BRUCE Kent ,bkent@yahoo.com,Computer Science,NY,$305.68,12/15/2023
1479.0, BOB ROGERS   ,brogers@stark.com,Math,NV,$928.53,"Jul 11, 2023"
1104.0,   Hal prince ,hprince@outlook.com,Journalism,KS," $1,468.40 ",2023-07-24
1097.0,SARA ROGERS  ,srogers@stark.com,Agriculture,AZ, $571.15 ,2023-09-09
1832.0,  Arthur JORDAN  ,ajordan@skynet.com,Biology,CA," $1,445.55 ",unknown
1787.0,SARA Brown  ,sbrown@outlook.com,,AZ," $1,036.98 ",2023-09-12
1424.0, hal jones,hjones@outlook.com,Business,NJ,"$1,807.47","Jul 03, 2023"
1934.0, Arthur MAXIMOFF   ,amaximoff@edu.org,Agriculture,NJ," $1,212.56 ",2023-01-11
1281.0, CLARK BROWN,cbrown@yahoo.com,,WA, $623.15 ,07/10/2023
1266.0, PETER WAYNE ,pwayne@yahoo.com,Art,NY,$239.76,12/06/2023
, CLARK PARKER   ,cparker@stark.com,Business,AZ,$495.00,2023-09-30
1453.0, Steve doe ,sdoe@stark.com,Art,NV,"$1,213.71",01/24/2023
1359.0,  ALICE smith   ,asmith@gmail.com,,,"$1,074.72",01/15/2023
1490.0, Wanda Kent  ,wkent@skynet.com,Agriculture,CA,"$1,474.58",08/22/2023
1991.0,  ALICE jones  ,ajones@edu.org,,FL, $214.44 ,"Jul 07, 2023"
1816.0,mary JANE ,mjane@gmail.com,Computer Science,,"$1,583.19",01-26-2023
1118.0,STEVE brown  ,sbrown@yahoo.com,Engineering,CA," $1,473.24 ","Oct 18, 2023"
, STEVE JORDAN  ,sjordan@yahoo.com,Art,KS," $1,168.99 ",pending
1250.0,clark CONNOR  ,cconnor@edu.org,History,KS,"$1,634.47",09-04-2023
,   BOB CURRY  ,bcurry@dailybugle.com,Computer Science,TX,$472.08,2023/09/14
,  PETER DOE  ,pdoe@edu.org,Journalism,, $449.65 ,unknown
1704.0,  CLARK jordan ,cjordan@skynet.com,Physics,CA,"$1,940.65",03-14-2023
1009.0, VICTOR PARKER  ,vparker@edu.org,Journalism,NV,$902.97,02/02/2023
1859.0, CHARLIE CURRY ,ccurry@dailybugle.com,Agriculture,TX,$775.72,10-05-2023
1196.0, barry jordan  ,bjordan@skynet.com,,NY,$171.41,10/05/2023
1652.0,  DIANA curry  ,dcurry@stark.com,Art,,$613.79,05-16-2023
1081.0,ARTHUR SMITH  ,asmith@gmail.com,Business,AZ,"$1,746.56","Oct 26, 2023"
1447.0,victor jones  ,vjones@dailybugle.com,Art,WA,"$1,744.03",11/22/2023
1533.0,  Peter Allen   ,pallen@dailybugle.com,Business,NJ," $1,353.05 ","Mar 15, 2023"
1668.0,DIANA JANE   ,djane@edu.org,Computer Science,NJ,"$1,463.27",07-01-2023
1239.0,   MARY PARKER,mparker@dailybugle.com,Biology,KS,$75.77,04-02-2023
, ALICE CONNOR,aconnor@edu.org,Engineering,NY,$221.66,2024/01/01
1211.0,  Hal Prince   ,hprince@skynet.com,Agriculture,,"$1,724.79",02/11/2023
1773.0, Wanda SMITH ,wsmith@skynet.com,Math,WA," $1,506.64 ",03-30-2023
1545.0, CHARLIE Allen,callen@yahoo.com,Physics,KS,"$1,802.00",2023/04/12
,ARTHUR WAYNE  ,awayne@edu.org,Business,NV,"$1,932.50",2023-04-30
1227.0, PETER jane  ,pjane@gmail.com,Biology,AZ, $246.44 ,"Aug 23, 2023"
1922.0,   bruce rogers ,brogers@gmail.com,Biology,NV,$578.15,2023-05-28
1404.0, VICTOR stone,vstone@outlook.com,Engineering,TX,"$1,288.59",09-06-2023
1889.0,BRUCE Maximoff,bmaximoff@dailybugle.com,Journalism,KS," $1,701.19 ","May 13, 2023"
1177.0, Victor ALLEN   ,vallen@gmail.com,Biology,TX,$473.54,2023/06/11
1626.0,  VICTOR JONES ,vjones@skynet.com,Physics,AZ,"$1,755.61",2023-07-21
1465.0,  CLARK Parker   ,cparker@gmail.com,Biology,KS, $865.10 ,2023-05-21
1430.0,  STEVE PRINCE   ,sprince@stark.com,Physics,, $381.60 ,2023/12/23
1532.0,  STEVE CURRY ,scurry@dailybugle.com,,FL,$73.47,2023/04/21
1695.0,  Mary Smith ,msmith@dailybugle.com,Biology,KS,"$1,795.47",10-28-2023
1478.0, ARTHUR stone  ,astone@stark.com,,NJ," $1,745.70 ",10-27-2023
1688.0,   MARY BROWN  ,mbrown@skynet.com,Art,AZ,"$1,336.99",pending
1007.0, CLARK Connor ,cconnor@outlook.com,Math,NV,"$1,836.99",pending
1155.0, Wanda ROGERS  ,wrogers@gmail.com,Math,OR," $1,131.30 ","Sep 11, 2023"
1357.0,ALICE CONNOR  ,aconnor@outlook.com,Math,NY," $1,973.21 ",11/13/2023
1584.0,  PETER DOE  ,pdoe@dailybugle.com,Physics,,$810.14,12/31/2023
1223.0,   Charlie SMITH   ,csmith@stark.com,Agriculture,KS,"$1,940.29","Apr 25, 2023"
1329.0, arthur maximoff  ,amaximoff@stark.com,Art,, $205.86 ,02/24/2023
1633.0,PETER ALLEN ,pallen@dailybugle.com,Art,TX, $556.68 ,2023/06/05
1822.0, Wanda brown  ,wbrown@edu.org,Physics,CA, $868.76 ,2023-03-30
1868.0,  Clark ROGERS   ,crogers@yahoo.com,Business,OR,"$1,190.54",07/18/2023
, PETER maximoff  ,pmaximoff@stark.com,Agriculture,NV,$211.32,07/06/2023
1096.0,  ALICE BROWN   ,abrown@stark.com,,,$733.90,2023-05-23
1746.0,ARTHUR JONES ,ajones@stark.com,Computer Science,OR," $1,220.06 ",02-07-2023
1678.0, Victor DOE,vdoe@dailybugle.com,Business,AZ," $1,718.61 ","Aug 06, 2023"
1809.0,   MARY brown   ,mbrown@edu.org,Biology,KS,"$1,861.88",04/04/2023
1494.0,CHARLIE curry ,ccurry@dailybugle.com,Physics,NJ,"$1,683.13","Jan 10, 2023"
1572.0, CLARK JONES ,cjones@edu.org,History,NV,"$1,210.17",12/21/2023
1628.0,   ALICE PARKER ,aparker@yahoo.com,Physics,NJ," $1,438.28 ","Sep 06, 2023"
1762.0, Bob CONNOR ,bconnor@stark.com,Biology,KS," $1,051.15 ",10-16-2023
1958.0,   ALICE Stone   ,astone@edu.org,Physics,NV,"$1,662.78",2023-01-21
1163.0,DIANA CONNOR  ,dconnor@outlook.com,,TX,$103.57,12-25-2023
1228.0,   Charlie ROGERS   ,crogers@skynet.com,Physics,TX,"$1,460.99","Jul 18, 2023"
1523.0, Alice CURRY,acurry@stark.com,Agriculture,NJ,"$1,968.78",2023/03/23
, BARRY Jones ,bjones@outlook.com,,TX,"$1,199.44",08-14-2023
1212.0, SARA curry ,scurry@edu.org,Computer Science,,$867.42,2023/08/08
1825.0,  VICTOR JANE  ,vjane@stark.com,Physics,OR,$126.25,2023-08-02
1079.0,bob prince   ,bprince@edu.org,Biology,AZ,"$1,303.67","Sep 01, 2023"
1148.0, arthur Stone   ,astone@outlook.com,Art,TX,$689.93,2023-02-23
1302.0,  alice KENT,akent@edu.org,Biology,,"$1,320.75",12/04/2023
1448.0,   STEVE stone ,sstone@dailybugle.com,Math,,$425.29,2023/03/22
1501.0,bob smith ,bsmith@dailybugle.com,Agriculture,KS,$268.53,"Jan 21, 2023"
1548.0, MARY Kent   ,mkent@dailybugle.com,Computer Science,NV,"$1,222.20","Oct 30, 2023"
1841.0,victor Allen  ,vallen@yahoo.com,History,," $1,273.42 ",01-16-2023
,   BRUCE connor  ,bconnor@gmail.com,Engineering,OR,$142.36,05-16-2023
1493.0,   arthur STONE,astone@gmail.com,Agriculture,WA,"$1,711.55",2023-01-06
1133.0,   Charlie DOE  ,cdoe@yahoo.com,History,FL,$998.60,12/17/2023
1594.0, CHARLIE Jordan   ,cjordan@yahoo.com,,NV,$236.75,07-20-2023
1311.0,   alice Parker ,aparker@edu.org,Biology,TX,$927.16,02-16-2023
1507.0,BOB STONE   ,bstone@skynet.com,Business,KS,"$1,019.22",12/19/2023
1655.0,  BRUCE SMITH,bsmith@dailybugle.com,Journalism,CA,"$1,201.16","Feb 09, 2023"
1516.0,ALICE curry  ,acurry@edu.org,Agriculture,NY,"$1,468.56",04-10-2023
1849.0, mary ROGERS   ,mrogers@outlook.com,Math,FL,$47.01,2023-03-03
1811.0,   Diana Jones ,djones@outlook.com,History,NV,"$1,808.56",2023/06/13
1000.0,john Kent   ,jkent@gmail.com,,NV,"$1,204.04",11-29-2023
1782.0,   Diana CURRY ,dcurry@stark.com,Art,CA,"$1,941.78","Jul 03, 2023"
1382.0,  charlie Allen,callen@outlook.com,Computer Science,TX,"$1,529.38","Mar 27, 2023"
1316.0, SARA PRINCE   ,sprince@dailybugle.com,Biology,,$598.59,07-14-2023
1761.0, BARRY STONE,bstone@yahoo.com,Computer Science,,"$1,425.39",06/27/2023
1591.0,  MARY MAXIMOFF   ,mmaximoff@yahoo.com,Agriculture,NY,$391.12,03/05/2023
1408.0, ALICE SMITH  ,asmith@skynet.com,Journalism,NY,"$1,069.82",08/15/2023
,   ALICE DOE  ,adoe@dailybugle.com,Journalism,NJ,"$1,060.07",2023-10-16
, ALICE CONNOR,aconnor@edu.org,Engineering,NY,$221.66,2024/01/01
, WANDA jane   ,wjane@gmail.com,Business,WA,"$1,180.43","Mar 31, 2023"
,  bob Rogers ,brogers@outlook.com,Art,NY,$456.81,01-23-2023
1125.0,  CHARLIE WAYNE   ,cwayne@dailybugle.com,Business,FL,$495.02,2023-05-22
1696.0, John jordan  ,jjordan@gmail.com,Biology,FL,"$1,377.43",11-22-2023
1499.0, VICTOR Prince  ,vprince@gmail.com,Business,TX,$664.09,12/19/2023
, CHARLIE MAXIMOFF ,cmaximoff@dailybugle.com,Engineering,FL," $1,452.63 ",07-13-2023
1971.0,   BOB ROGERS,brogers@yahoo.com,Art,,"$1,555.48","Sep 26, 2023"
1090.0,  JOHN jordan  ,jjordan@dailybugle.com,,KS,$482.25,02-23-2023
1811.0,   Diana Jones ,djones@outlook.com,History,NV,"$1,808.56",2023/06/13
1181.0,BARRY Jones,bjones@yahoo.com,Agriculture,NY," $1,810.16 ",2023-06-19
1363.0, PETER Rogers ,progers@outlook.com,History,AZ," $1,892.50 ",01/03/2023
1274.0,   CLARK MAXIMOFF   ,cmaximoff@yahoo.com,Biology,,$469.25,12-25-2023
1752.0,  VICTOR jordan,vjordan@edu.org,Engineering,NY," $1,300.87 ",pending
1962.0, DIANA DOE ,ddoe@yahoo.com,,FL,$588.86,08/09/2023
1069.0,  wanda Jordan ,wjordan@dailybugle.com,Computer Science,,$170.73,07-10-2023
1291.0,  ALICE KENT,akent@yahoo.com,Computer Science,,$462.04,"Apr 09, 2023"
1131.0,STEVE Parker ,sparker@yahoo.com,Computer Science,OR,"$1,828.88",2023-12-27
1300.0, Wanda Brown,wbrown@gmail.com,History,TX," $1,737.50 ",01/08/2023
1712.0,  alice maximoff  ,amaximoff@edu.org,Engineering,CA,"$1,085.50",07/02/2023
1326.0,  MARY PARKER ,mparker@dailybugle.com,Art,NY, $622.76 ,10/04/2023
1144.0,  BRUCE rogers,brogers@edu.org,Art,KS,$880.45,2023/11/30
1521.0, ARTHUR ALLEN ,aallen@gmail.com,Math,KS, $289.40 ,04/23/2023
1963.0, ALICE Stone   ,astone@dailybugle.com,,CA,"$1,283.87",04/21/2023
1886.0,   BARRY SMITH   ,bsmith@edu.org,Biology,NV,"$1,457.33",2023/02/04
1135.0,  BRUCE Jones,bjones@skynet.com,Art,OR,$31.46,pending
1996.0,CHARLIE PRINCE   ,cprince@outlook.com,,CA,"$1,764.98",06/07/2023
1722.0, WANDA Prince   ,wprince@outlook.com,,OR,"$1,312.38",02/20/2023
1164.0,   bob jane,bjane@gmail.com,Computer Science,WA,"$1,388.06",04/28/2023
1028.0, WANDA STONE   ,wstone@edu.org,History,NJ,"$1,531.63",2023-11-17
,   clark MAXIMOFF   ,cmaximoff@outlook.com,History,NV,$557.12,"Dec 26, 2023"
1193.0,HAL CONNOR  ,hconnor@skynet.com,Agriculture,WA,"$1,884.88",2023-08-11
1902.0, John JANE ,jjane@outlook.com,Math,WA," $1,779.17 ",2023/11/10
1813.0,  Hal JORDAN  ,hjordan@stark.com,Business,KS,$264.68,"May 14, 2023"
1433.0,   diana SMITH ,dsmith@dailybugle.com,,,"$1,152.81",05-18-2023
1987.0, DIANA CONNOR  ,dconnor@stark.com,History,FL," $1,092.36 ",2023/10/21
1169.0,   HAL PRINCE   ,hprince@dailybugle.com,Math,TX,$554.94,2023/09/19
1541.0,BARRY WAYNE   ,bwayne@yahoo.com,Math,TX, $150.24 ,09/21/2023
1140.0,  bob ALLEN   ,ballen@stark.com,Engineering,OR,$981.21,07/12/2023
,Alice Rogers   ,arogers@yahoo.com,Business,KS,$542.52,2023-07-10
,HAL MAXIMOFF,hmaximoff@dailybugle.com,Engineering,KS,$223.10,pending
1820.0,  WANDA DOE  ,wdoe@dailybugle.com,Computer Science,KS, $901.57 ,09/03/2023
1535.0,  BOB curry ,bcurry@stark.com,Engineering,, $754.31 ,2023/07/13
1961.0,   VICTOR JORDAN,vjordan@skynet.com,Math,AZ, $768.20 ,2023-05-08
1855.0,   sara Jordan ,sjordan@dailybugle.com,Computer Science,, $278.41 ,"Nov 06, 2023"
1073.0,   CHARLIE connor   ,cconnor@edu.org,Business,NV,$227.64,"May 26, 2023"
1737.0, Bruce curry   ,bcurry@gmail.com,Math,TX, $357.59 ,12/11/2023
1527.0, hal Wayne   ,hwayne@stark.com,Computer Science,WA,$550.43,pending
1238.0,  barry MAXIMOFF,bmaximoff@gmail.com,Math,NY,$421.56,04-20-2023
1145.0,   arthur parker ,aparker@outlook.com,Business,AZ, $399.60 ,"Apr 03, 2023"
,Clark JONES   ,cjones@edu.org,History,OR,$68.68,12-27-2023
1234.0,BOB CONNOR   ,bconnor@gmail.com,Math,TX,"$1,167.97",06/19/2023
1220.0,   clark jones  ,cjones@stark.com,Agriculture,TX,$226.11,2023/01/31
1214.0,  ALICE Prince   ,aprince@dailybugle.com,Journalism,OR,$718.50,pending
1711.0,   BARRY JANE,bjane@yahoo.com,,AZ,$515.67,11-11-2023
1132.0,   Arthur prince   ,aprince@gmail.com,Agriculture,KS,"$1,828.66",pending
1601.0,  hal PARKER   ,hparker@gmail.com,Art,FL,"$1,907.52",08/17/2023
1906.0, MARY Wayne ,mwayne@gmail.com,Computer Science,FL,"$1,893.16",2023/03/08
1707.0,  DIANA STONE   ,dstone@dailybugle.com,Art,,"$1,771.18",05/01/2023
1422.0,   mary CURRY   ,mcurry@dailybugle.com,Art,KS,"$1,939.54",08/20/2023
1185.0,  BARRY Wayne,bwayne@stark.com,History,WA, $709.61 ,2023-03-30
1041.0,   ALICE Kent   ,akent@gmail.com,Biology,AZ,"$1,898.25",2023-05-08
1767.0,ARTHUR DOE   ,adoe@yahoo.com,Engineering,NV,"$1,485.82",02-06-2023
1108.0,  MARY Brown  ,mbrown@stark.com,,WA,"$1,000.16",03-12-2023
1635.0,   sara WAYNE  ,swayne@stark.com,History,," $1,761.51 ",07-16-2023
1056.0,   sara JONES  ,sjones@edu.org,History,OR,$213.31,"Jul 03, 2023"
1482.0,clark jordan  ,cjordan@stark.com,Math,NJ,"$1,853.21",02/06/2023
1753.0, arthur SMITH ,asmith@yahoo.com,Biology,," $1,604.76 ",2023-12-05
1793.0,Alice JORDAN ,ajordan@dailybugle.com,Journalism,WA,"$1,653.14",pending
1468.0,  Bruce JANE ,bjane@gmail.com,Art,NY,"$1,250.70",2023/02/13
,  peter CONNOR  ,pconnor@skynet.com,Business,AZ,"$1,130.43",07/14/2023
1435.0,   WANDA BROWN   ,wbrown@stark.com,Journalism,TX,"$1,243.68","Feb 14, 2023"
1024.0,  MARY PRINCE   ,mprince@dailybugle.com,Physics,WA," $1,354.64 ","Nov 12, 2023"
1549.0,mary brown ,mbrown@gmail.com,Business,NJ," $1,400.32 ",04/24/2023
1518.0,  JOHN connor ,jconnor@dailybugle.com,Agriculture,NY," $1,330.95 ",11-21-2023
1837.0, DIANA KENT ,dkent@stark.com,Journalism,NJ,$785.26,pending
1667.0, SARA Doe,sdoe@edu.org,Biology,NJ,"$1,883.61","Aug 16, 2023"
1174.0,   Alice connor  ,aconnor@stark.com,Journalism,,$913.49,"May 30, 2023"
1997.0,BRUCE Jones  ,bjones@stark.com,History,,$679.86,"Apr 15, 2023"
,Bob WAYNE  ,bwayne@skynet.com,,CA,$937.74,"Aug 29, 2023"
1051.0, HAL MAXIMOFF   ,hmaximoff@yahoo.com,Business,," $1,489.41 ",07/15/2023
1383.0,DIANA KENT  ,dkent@stark.com,,, $562.84 ,07/30/2023
1861.0,   Arthur JORDAN   ,ajordan@skynet.com,History,TX, $958.73 ,09-18-2023
1989.0,   Barry JANE  ,bjane@outlook.com,,NV,$525.70,10/14/2023
1682.0,Arthur BROWN  ,abrown@dailybugle.com,Math,NV, $999.63 ,05/01/2023
1995.0,  Wanda Maximoff  ,wmaximoff@skynet.com,Art,KS,"$1,593.20",12-31-2023
1264.0,ARTHUR MAXIMOFF   ,amaximoff@gmail.com,Business,FL,"$1,353.83",06/11/2023
1708.0, JOHN JORDAN   ,jjordan@yahoo.com,,NY,$679.17,2023-08-06
1765.0,DIANA PARKER,dparker@stark.com,Physics,TX," $1,529.19 ",05/05/2023
1736.0,   WANDA PARKER,wparker@outlook.com,Art,TX,$657.28,2023/05/26
1444.0, PETER jones,pjones@gmail.com,Math,FL,"$1,664.46",2023/08/05
,  SARA prince   ,sprince@edu.org,Art,NV,"$1,370.75","Sep 01, 2023"
1558.0,John Allen   ,jallen@dailybugle.com,Art,OR,$441.28,"Oct 25, 2023"
1176.0,JOHN JORDAN ,jjordan@skynet.com,Business,CA,"$1,945.12",unknown
1018.0,STEVE KENT   ,skent@stark.com,Biology,TX,"$1,274.23","Aug 15, 2023"
1979.0,charlie DOE ,cdoe@yahoo.com,Journalism,TX,$172.38,12/04/2023
1538.0,  CLARK SMITH ,csmith@dailybugle.com,Agriculture,KS,"$1,596.94",2023/05/22
1613.0,  mary jones,mjones@edu.org,Computer Science,, $765.05 ,2023-04-10
1590.0,  Victor JORDAN,vjordan@gmail.com,Computer Science,, $32.85 ,02/23/2023
, BARRY CONNOR ,bconnor@outlook.com,Computer Science,AZ," $1,742.26 ",04/26/2023
1083.0, PETER curry ,pcurry@gmail.com,Computer Science,NV," $1,670.24 ","Jan 20, 2023"
1061.0,  BARRY Jane ,bjane@dailybugle.com,,NJ,"$1,298.48",2023/01/24
1514.0,  clark rogers  ,crogers@stark.com,Journalism,WA," $1,221.62 ",06-19-2023
1272.0, clark ALLEN ,callen@stark.com,Journalism,OR,"$1,549.49",02/10/2023
, ALICE Rogers ,arogers@edu.org,,CA,$119.55,"Dec 26, 2023"
1360.0,  BRUCE maximoff ,bmaximoff@stark.com,,FL," $1,475.50 ",07-12-2023
1354.0,MARY ROGERS ,mrogers@edu.org,Business,AZ,"$1,091.77",04-20-2023
1951.0,   ALICE JONES  ,ajones@edu.org,,WA," $1,557.83 ",09-26-2023
1278.0,   Charlie ALLEN   ,callen@outlook.com,,NJ," $1,194.01 ",10/08/2023
1368.0,victor Kent   ,vkent@dailybugle.com,Math,OR," $1,241.90 ",12-21-2023
1664.0, VICTOR PRINCE,vprince@yahoo.com,Art,OR,$758.75,09-18-2023
1618.0,  SARA Brown   ,sbrown@edu.org,Math,OR,$507.07,06/30/2023
1589.0,  MARY rogers   ,mrogers@skynet.com,Journalism,,$351.63,"Apr 01, 2023"
1657.0,  BARRY rogers,brogers@outlook.com,Art,," $1,218.08 ",09-19-2023
1761.0, BARRY STONE,bstone@yahoo.com,Computer Science,,"$1,425.39",06/27/2023
1456.0,BRUCE ROGERS  ,brogers@gmail.com,Math,OR,$57.81,2023-01-10
1393.0,STEVE wayne,swayne@edu.org,Physics,KS,$305.47,02-19-2023
1684.0,  victor JORDAN  ,vjordan@skynet.com,Art,TX,$580.39,2023/11/11
1723.0,victor Stone   ,vstone@gmail.com,History,OR," $1,368.73 ",01-12-2023
1375.0, ALICE brown   ,abrown@outlook.com,,,"$1,282.63",04-24-2023
1412.0, CHARLIE stone  ,cstone@yahoo.com,Journalism,FL,$168.80,07-21-2023
1074.0, Diana smith ,dsmith@stark.com,Journalism,,$994.77,03/08/2023
1947.0,Sara PRINCE   ,sprince@edu.org,Engineering,NV," $1,151.42 ",2023/09/16
1500.0,   Steve JONES ,sjones@skynet.com,Biology,AZ,"$1,517.88",05-02-2023
1604.0,   WANDA CURRY  ,wcurry@skynet.com,History,,$556.10,unknown
1114.0, HAL JORDAN  ,hjordan@gmail.com,Computer Science,OR," $1,311.94 ",2023-04-20
1417.0,  Alice doe ,adoe@skynet.com,,TX," $1,007.49 ",2023-08-28
1089.0, STEVE DOE  ,sdoe@edu.org,,AZ,$833.14,"Feb 13, 2023"
1990.0,STEVE prince,sprince@stark.com,,OR,$329.63,12/27/2023
,  PETER ALLEN   ,pallen@yahoo.com,Physics,CA,$342.75,"Mar 31, 2023"
1874.0,   HAL Maximoff ,hmaximoff@stark.com,History,WA, $548.28 ,04/29/2023
1660.0,Mary wayne  ,mwayne@dailybugle.com,History,WA, $459.53 ,2023/03/06
1011.0,   steve stone,sstone@dailybugle.com,Computer Science,," $1,456.43 ",2023-02-25
1396.0,  Alice Jordan  ,ajordan@gmail.com,,,"$1,673.87",pending
1575.0, JOHN ALLEN  ,jallen@stark.com,Journalism,NY, $662.64 ,2023-09-15
1042.0,   bruce JORDAN  ,bjordan@skynet.com,Art,NY,"$1,895.18",2023-04-19
1167.0,John prince ,jprince@edu.org,History,AZ, $142.02 ,2023/01/07
1416.0,   ARTHUR JORDAN  ,ajordan@gmail.com,,,$665.73,2023/07/01
1967.0,  CLARK Jordan  ,cjordan@dailybugle.com,Biology,TX,$956.83,"Jan 04, 2023"
1426.0,CHARLIE ROGERS  ,crogers@edu.org,Agriculture,TX,"$1,368.63","May 08, 2023"
1544.0,  VICTOR Jane ,vjane@edu.org,Engineering,TX,"$1,072.85","Aug 13, 2023"
, Bruce JANE  ,bjane@outlook.com,Physics,CA,"$1,347.36","May 29, 2023"
1346.0,SARA jane   ,sjane@outlook.com,Journalism,NY,$554.57,07/18/2023
1904.0,BRUCE curry ,bcurry@dailybugle.com,Engineering,CA,"$1,061.49",2023-08-19
1661.0,  VICTOR BROWN  ,vbrown@gmail.com,,TX,"$1,152.02",04-12-2023
,Victor KENT,vkent@edu.org,Journalism,NY,$309.56,2023-05-10
1335.0, HAL Allen ,hallen@gmail.com,,,"$1,442.68",2023/08/12
1015.0,  BRUCE Smith  ,bsmith@yahoo.com,Journalism,WA,$261.76,08/23/2023
1678.0, Victor DOE,vdoe@dailybugle.com,Business,AZ," $1,718.61 ","Aug 06, 2023"
1324.0,mary Brown,mbrown@outlook.com,Art,KS,$933.75,09-24-2023
1817.0,   PETER ROGERS ,progers@edu.org,Art,CA,$885.03,2023-02-10
, ARTHUR DOE  ,adoe@skynet.com,Art,,"$1,323.43","Jun 27, 2023"
1179.0,Mary JONES ,mjones@stark.com,Physics,,$496.44,pending
1099.0, BRUCE JANE   ,bjane@gmail.com,Art,NV, $259.54 ,02/03/2023
1521.0, ARTHUR ALLEN ,aallen@gmail.com,Math,KS, $289.40 ,04/23/2023
1022.0,  CLARK Allen,callen@gmail.com,Engineering,NJ,$76.51,06-26-2023
,  steve Jones   ,sjones@dailybugle.com,Agriculture,FL,$286.18,08/19/2023
1720.0, JOHN prince   ,jprince@skynet.com,Computer Science,, $436.61 ,2023-10-20
1927.0,  bruce curry   ,bcurry@yahoo.com,Math,,$152.54,2023-03-12
1757.0, Mary ROGERS ,mrogers@skynet.com,,FL," $1,318.42 ",2023-07-26
1340.0,  CHARLIE jones  ,cjones@stark.com,Computer Science,AZ,"$1,477.93",07-09-2023
1431.0,   PETER ROGERS ,progers@gmail.com,Agriculture,,$843.76,03-20-2023
1595.0,   CLARK connor,cconnor@dailybugle.com,Physics,," $1,415.15 ","Feb 10, 2023"
,  mary brown  ,mbrown@skynet.com,Agriculture,NY,"$1,859.75","Dec 10, 2023"
1203.0,Alice Connor ,aconnor@yahoo.com,History,FL,$66.14,07-04-2023
1760.0,  WANDA kent  ,wkent@yahoo.com,Agriculture,OR,"$1,326.50",06-25-2023
1093.0,   HAL Maximoff   ,hmaximoff@outlook.com,Math,NY,"$1,454.16",2023/11/05
1602.0,  ARTHUR Jane,ajane@edu.org,Biology,NJ,"$1,173.74",2023/11/27
1068.0,   ARTHUR JORDAN   ,ajordan@gmail.com,Computer Science,NV,"$1,441.68",08-20-2023
1953.0,STEVE KENT   ,skent@gmail.com,History,AZ,"$1,584.17",unknown
1284.0, Alice Jane,ajane@yahoo.com,Journalism,,"$1,588.78",07-22-2023
1865.0,  barry PRINCE  ,bprince@skynet.com,History,TX,"$1,604.49","Apr 08, 2023"
1434.0,Steve Jane ,sjane@outlook.com,Agriculture,FL,"$1,015.27",12/17/2023
1153.0, bob brown   ,bbrown@edu.org,Art,TX,$973.34,2023/11/27
1075.0,Barry jones  ,bjones@skynet.com,Business,WA,$579.03,2023-06-16
1788.0,   ARTHUR MAXIMOFF   ,amaximoff@gmail.com,Computer Science,KS, $282.76 ,2023-09-09
1580.0, Barry PRINCE   ,bprince@outlook.com,Art,KS,$166.98,2023-08-19
1446.0, Bruce ALLEN   ,ballen@skynet.com,Computer Science,AZ, $385.11 ,unknown
1188.0,  Barry jones  ,bjones@yahoo.com,Business,OR,"$1,298.36","Oct 15, 2023"
1271.0, Steve prince,sprince@yahoo.com,Agriculture,NY,$899.71,07/04/2023
1236.0, SARA stone  ,sstone@outlook.com,History,AZ," $1,061.00 ",pending
1487.0, hal JORDAN   ,hjordan@gmail.com,Agriculture,NJ,$186.48,2023-10-11
1559.0,   Hal brown,hbrown@edu.org,Physics,TX,$377.72,"Apr 03, 2023"
1117.0,Alice CONNOR   ,aconnor@stark.com,Engineering,CA,$596.78,2023-06-21
1880.0, barry KENT ,bkent@dailybugle.com,Biology,,$754.85,"Aug 24, 2023"
1512.0,  sara PARKER   ,sparker@edu.org,Art,,"$1,272.87",02/13/2023
1597.0,CLARK JONES,cjones@edu.org,Computer Science,, $564.93 ,unknown
1643.0, BRUCE Doe   ,bdoe@dailybugle.com,Biology,CA,$774.25,03/06/2023
1126.0,MARY Smith ,msmith@yahoo.com,,OR," $1,195.57 ",2023-01-25
1116.0,   SARA STONE   ,sstone@dailybugle.com,Engineering,CA,"$1,815.87",2023-10-21
1473.0, Alice STONE,astone@outlook.com,Agriculture,OR,"$1,199.52","Oct 24, 2023"
,  arthur JANE  ,ajane@gmail.com,Agriculture,TX,$932.63,"May 29, 2023"
1057.0,  DIANA DOE,ddoe@skynet.com,Biology,OR," $1,665.68 ","Apr 28, 2023"
1728.0,  BOB maximoff  ,bmaximoff@outlook.com,Journalism,NJ,"$1,136.46",2023-03-13
1980.0,WANDA jane ,wjane@gmail.com,Physics,WA," $1,937.83 ","Jan 21, 2023"
1369.0, BOB parker  ,bparker@gmail.com,,TX, $992.66 ,2023/09/24
1268.0,   Alice Allen  ,aallen@dailybugle.com,,WA,"$1,162.02",11-10-2023
1046.0,   SARA rogers   ,srogers@gmail.com,Business,NY,"$1,715.47",12/22/2023
1349.0,Steve ROGERS ,srogers@gmail.com,Agriculture,," $1,070.61 ","Jun 20, 2023"
,steve PARKER   ,sparker@stark.com,,OR,$978.19,"Feb 16, 2023"
1102.0,CLARK BROWN ,cbrown@skynet.com,Physics,AZ,"$1,441.27",pending
